filename,extracted_text,invoice_number,total_amount,error
2074104381.tif,"(© cabiras conn, PHILIP MORRIS fron accountaia use ontr
ALwanacewent componaTioN VOUCHER |voucweR nuweeR —______
i wconsonarea ‘GuiF 1 NO SPEGEGEATE REOUEG)
PRR ST agSrreES loare ove 4 hy
PNEE $500.00
Representative Irlo ""Bud""
Bronson
P. 0. Box 420879
Kissinnee, Florida 34742 (009-060-45100146-0370

Total | $500.00

 

 

 

 

‘approval For Payment Explancation for Payment:

rere cores
sree ie oT

HEEES REQUIRED.
RETURN TO: NAME

Henry Turner/sim Clancey PEsMeiiont affairs “EH Floor feng
Fenson Fon aves

 

 

 

 

 

 

 

 

 

_ ACCOUNTING USE ONLY

 

 

venom coupany..

 

iaes-companis;conuawagEMesror0-NCORPORATED)

 

ser omnes — t08eD->

 

 

 

 

 

 

 

 

 

 

 

 

SEPM the TAME
OSTR APA PREPONOID> —— fesen ene
ieneeKeATE)——_(enEERHOM
conrmact>..nequency
a Ld
Lunecot conpacer et __
carer»
Lune ote conmaceroy x
>. “soaREo s
aire Ato 8
esc a
tune ce9 conmacer a4 g
sane 8
obstn_— =
uveooe consncerey =
“avThets aan _
E800

Lung 095 concer 01

‘AioeRCS

 

 

 

 

 

 

 

 

a |",,,
ti17120467.tif,"POLITICAL CAMPAIGN CONTRIBUTION REQUEST

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

Date: October 2, 1998 State: X Local:
RECIPIENT INFORMATION

Terry Care

4371 Woodcrest Road

Las Vegas, NV 89121
Current Office and District
Aspired Office and District__| Senate Dist. 7
Party ‘Democrat
Leadership Position
Committees

Chirain)
‘
CONTRIBUTION INFORMATION

Amount. $500.00
‘Account Code. 1401-7ONV-O1
Check Payable to_ Committee to Elect Terry Care
‘Address
(Only if different from address above)
Notes ""As soon as possible
(Date needed; fundraiser date; other info.

 

 

 

 

Approved by:

 

(Senior Vice President's signature)

Revised 2195,

711712-0467",,,
89001480.tif,"sossos.
HAZLETON j

BIOTECHNOLOGIES CORPORATION PHONE
[9200 LEESBURG TURNPHE, VIENNA VIRGINA 22180 USA ((7098EI.5AO0 jt

INVOICE
TC q
To: Lorillard Research Center
P.0. Box 21688
Greensboro, NC 27420
Attention: Dr. Connie J. Stone
L a]

Description

  

    

FINAL REPORT MAILED: 10/08/85
‘nes Saimonella/Microsone Plate Assay
Protocol No. 401, Edition 10

Project No. 0393

Genetics Assay No. 8028-Compound A67

This invoice replaces #605815

Mp Meamesresc _
at, GSIO
Bee duit

 

Osbrooes,",TC,,
0011854039.tif,"EASTMAN CHEMIC)

 

: TENNESSEE CATA

 
  

     

PRODUCTS, INC.

 

 

pees BeaDercroneresenerac cere
wate snonin DBT eee y

 
    

 

pat Subtary of Baines Rokot Conny
KINGSPORT, TENNESSEE 37662 SuRMELIUO Sept fa tease
on OVERNITE

 

 

 

 

 

    

 

 

 

 

 

 

    

 

 

 

 

 

 

 

 

 

 

 

go 214

    

FD=t 533, Sane Mee CE RTE RODS fake) % 120

{PR NOe 20

rot 994

EXPEDITE FOR 9 AnMo DELIVERY ON 3/31/6605

LOT NO PKG NO GROSS INV W
13

916849

be
wi
o

gLHE_ANERICAN TOBACCO COMANY § THE AMERICAN TOBACCO COMPANY
“DEP Te OF RESCHe & DEVELOPMENT 2 DEFT. OF cHo & DEVELOPMENT
PMO JEFFERSON DAVIS HIGHWAY B Fe Oe BOX PS:
BRICHMONDs VIRGINIA S$ — RECHMOND, VIRGINIA P3252
[ATTEND 101 Ma RALPH MACDONALD
03294 |kGsO3¥34F [THE AMERICAN TOE Trew zeiodie esas [eyed 33 ee
50906 p33066|

 

 

 

 

 

 

 

 

 
   

 

 

 

100 NOT USE THs LOT Wits
Comme LO¥S oF au YAtH
OF STAPLE REFER 70 UE
INSTRUCTIONS, DATED
7.1855,
mining
cs,

REGARDING THE
OF SEASONAL",,,
92331178.tif,"i]

 

   

  

 

 

 

 

‘UPC 1,0. 28100"" “a :
- —_ russe neren ro mis svace no. oe
« es630005 PS 30000 fons
sot = 7
Tce braver coisa 1” et prover co 4
P 0 Box 25763 21 South 2tst Street
Richmaénd Va 23260 Richmond Va 23260

L

 

J L za

r SPECIAL INSTRUCTIONS 5

Lutterd Sia

Box 6390 Church st Sta
NEW York NY 10249

 

L

 

  

 

mor em

320|

[YOUR ORDER WOE jeatCNS

 

 

 

 

10896 len hartey-tavtdson KS FITe

 

 

| 2
| 2 CT |10496 6M = Harley KS Filt
2 ct 10496 6H davidson K S$ FIIt 6.8800 13.76
2 6M H-D KS Filt. | 6:00 13.76

 

Bett ee28

 
  
 

 

‘1600

 

 

 

55.04 225) 1
| roo | 1310
3.25% Dise If Payment ectd By 10/30/86
2.00% Dise 1f Payment Hailed By 10/30/86",,,
2043833242.tif,"4
FORM #543, *
retniesncetillip Morris U.S.A,

RETAIL ORDER FORM N= QA\— yop)

  

MARLBORO SOFT
MARLBORO MENTHOL,
MARLBORO 100° gor
MARLBORO 100°5 SOFT

MARLBORO LiGHTS

PARLIAMENT BOX

PARLIAMENT SOFT

PARLIAMENT 1005

B&W MULTIFLTER

8 8H MULTIFLTER MENTHOL

VIRGINA sums

VIRGINIA SLMS MENTHOL

BENSON & HEDGES 100%

BENSON & HEDGES 100°5 WENTHOL
BENSON & HEDGES 100°5 BOX

BENSON & HEDGES 1005 MENTHOL Dox
‘SARATOGA

‘SARATOGA MENTHOL

MERIT

MERIT MENTHOL,

 

 

 

 

 

 

 

 

|

 

 

 

 

 

 

 

 

 

 

 

 

 

zezeesevoz

 

 

 

 

 

 

 

 

 

    

 

 

   

ra ths wile to won WB eldoaal
IF NOT ACCEPTABLE RETURN THiS ORDER Tp

Philip Morris U.S.A.
100 PARK AVENUE EW YORK, w. ¥. 10017",,,
91515155.tif,"91515155

  

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

ee on/
Septet vs Ms “tod $98 £.9 Tar.
Tf 9so'T
Ltt ySo'T
est O1z wmoo AoueSe 8827
oof s9z°T 1 onv Tm (8X4) IGh ‘ISHALS 1/ARCOHOETIO S/S str
sue, eOr0t AN “MOK MAN
soll an
‘st/90—— rea SHOIAWES VIGHH CUVTIINOT
nm o
18H “oN teen v09

 

onisiuangy Youn [4 “UeOLEIH “LOY XOG “0 “d

6169. N : SajeLosses bboy ya",,,
88131587.tif,"tt ems acess -LNOOOSIG H svo
XPNN i69z99) SN
i UM 89E9E iny iggle9oR
guoo espe dS igg|29og
73°90 Tez9e Do oneo HOHS
ons ooove
OnK6 Cones
OGG o00eT
062 o0dat .
206 oo gut
6 Org
Be 888bg
annony ro 3aie aNy awn onvae Tn = PSS
¥ fOvecy id3a Jle
‘
yo i : oh casane
O1HO NAOLSONADA
Qa NY M ug
© |soest oo SYA ddd Rak 885
°
BDIHO WHOA MEN NI GIOH- AdoD “334 “SDV earvt04x00%1 .

ANVdWOD GaVTTIYOT ‘d =",,,
80703030.tif,"—_ ROCHESTER OUTDOOR ADVERTISING INvoIcE No.

acy

18

745 PARK AVENUE + ROCHESTER, NEW YORK 14607
(76) 244-6660

 

 

Lorillard Media Services
666 Fifth Avenue
New York, New York 10019

 

Lorillard - True 100's

 

OH-1082 | 3/18/81 | 4/18/81
|

     
 
  
 

 

Rochester, N.Y, | Five rotary units - space rental.... 4200-«

| Less 16-2/3% agency commission

for Act 's4104/17 | 1122
1) St. Paul Street ppposite Scrantom St, f/E by
yer

2) East Main St, @ Goodman St, /E

3) 1-490 w/o Meigé St, {/E
a 4) Mt, Read Blvd R/o Lexington Ave, £/S |
5) Keeler Expressway @ N, CJinton Ave, {/E

XY

     

O£0e0408",No,,
2028716627.tif,"CRC. CONTRACT RESEARCH CENTER “TER
HERRN SCHELL

TOLLAAN 101 C
B-1940 ZEVENTEEM/BR:

arles River Wiga GmbH

Mand des Veterinars fue die Fursclhuiy

BHT Sates 1 Teieton 109761) 88-8 3
Recrmungsaracratt U ‘Sanonoter Vieg 7 Telex 672916
CRC. CONTRACT RESEARCH CENTER « \ - West Gemany Teielae 1097 61 5588
HERRN SCHELL ef
(TOLLAAN 101 © ~ Rechnung
B=1940 ZAVENTEEM -
EROSeeL de sar ynd a Heanen ne ween

 

 

e713 ©” we.orery
co 121 MANNL. CD-RATTEN . 12.27 147.24 0
215 BIG 235 GR.
47 BIS .51 TAGE -
cD 261 MANNL: CD-RATTEN =~ : 10.22 265.72 0
+ 140 BIS 160 GR. *
GES.Z 1) GESUNDHE ITSZEUGNIS. ~ 10-00 0
LKW LAW-FRACHT @ o
5 cd FILTERKARTON °

 

w

   

ark rca pal: Retesorh Kota 10120086 107 790701
“Whvoo- Baht, ad Keniahofen, Kia Hr, 1080 184/883 10 2 78:1 274 17)

 

LZ99TLSZOZ",,,
507912556+-2559.tif,"Jooeiannegeey ee Meh beeen ners
Druat ACCOUNTS PAYABLE VOUCHER 80093667
Grunt
Cruet! SEE INSTRUCTIONS ON BACK _Apri} 10 _19 87
Drsna
Corner _
 Clmait to payee Clothe: —_—______—

[lca for check pick-up ~ Neme

 

Gteturn Nome Fath Vernon

 

 

  

Bldg. 4
chest be ated oe ale _
ISSUE CHECK TO: | me
sme __Drs Tain Ms Campbel) - salir |

 

Employee Account No. (if applicable) Social Secursty No, 202-40-2456 |

Address 773 Fruithuret_ Dri

  

city Pitteburgh __ stete _PA____— 71 15228-2535 —
Explanation: Consulting expenses for Decenber 18, 1986

(invoice attached)

Special Payment Information to appear on check stubs

 

 

elated AR/ACICA Number: Contract 4m process —_ o |
8
GIL Account Code Other Required Code, Amount 3
4 88 0007 9004 92. _____—-—-_ --S#21L.1— |

 

 

Requestor Sienerure
A.V. Colucet

 

FILE COTY",attached,,
2063115656.tif,"” 5 2063115656
lobe de: ‘T6/1E/2T Galva ¥93HD Ooo, er
46£9/S8L9-142-809 31GVAVd S192V SNOHE

: NOSTQVK 4V G3NSST 93H2
: osa0%
' i '
00°00z eeezse0cec oor o0z 891
| oor 00° 00z |
ANnoWY \ YAGWNN INNOI9V SNOILINGIG —AWY ANI 3ONaUSsau #9830 31v0
“¢ spt000H sno, 303 GMS SILL UIEION puy wre ® 922819 *ON 93H NOTLVYOd¥OD ScOOd Y3AYH uvaso

dot 3297 NEQUTTHS2OM WENIIOE

 

e IMStNOS 10¥i
Sepia Xba 70

 

   

 

 

 

 

Sor",,,
2084022132.tif,"8 LEO BURNETT U.S.A.

‘ADVERTISING
NEWSPAPER «ESTIMATE RECAP ~ PHOS
Peero0 pare 00/19/86
o1/o1/a6 To 12/01/96 PAGE ‘

  

cuter. ine. __ OFFICE: 10 DESC: TOSA MILITARY NEWSPAPERS
ESTNO: 6004 REVises EST BID (07/19/96

WK /3:20N
TOTALS BY MRKT/S ZON /PRODUGT/WONTH
€0-uAcKSoM
esr aw est aur est aur
Proouet eRt00 ANouNT Ginee Less ¢/0
so-mARLBORO FEB. 1996 4.364.48 1364.40
: QuarteR't 1 6e.44 taeeaa
way 2,149.68
oN 1364.44
Quaeree 2 alaNalt2
wo. 4,364.46
nus 4364.48
Sep 4360.44
Quarter a3, 793/82
rorat, 471.08

 

z0v80% \

8
8
8",,,
2084024647.tif,"1] LEO BURNETT U.S.A. a
‘sinning mavers comma font
Aaventisina ~/> PPL | e

      

DIRECT MARKETING ESTINATE DATE: 03/09/94)
PHILIP MORRIS INC
GETSEE i: eves 947 CATA
BRETEEMMEY Bt
CREATIVE BeveCacnetr .

90-CORPORATE

    
 
   

   

ATAL VISUALS,

er PHY LETTERING

‘OSTAT:
TS oral stupro

PRINTING MATERIAL
LrTHocRaFHY /
OTHER (See! NOTES),

REHENSEVE LayOuT ~

 

  

“7 TOTAL COMNISSLONABLE COSTS : pi380.00

ERM ee ure ae
SAVES NENAND Orde nev EBS rs ASB
TOTAL GROSS COSTS + 18,000.00

iOTES:
“ZH FEE WOT APPLICABLE

tony RILTL-gn ETAL “rt “he Se oes
yes

 

 

 

   

CHTENT,

ath neihinan seal",,,
0060060235.tif,"Teme
2EORF 3897

 

 

THB AMBRJ ees, Serene

 

 

 

  

    

   

 

< GHESTERRATAR Pete ~ . fentpPeR's REFt: 80966777
- amines eae}
raratrlts} rap agea cis nea lrreé Pi Gaskell Gory, ing. “FNC 338
PORT, SRED AUR ROO a oh P.O. Bok 3157 3 CRB 2479
9 mos rane, rev ranma no ISH BaD renal taar eR ——*
Ranch varnne cnese cee nae SOTO
Farivar Se RRR RAR RITE
enrol AMBAGR ss 924151 a man, loerreo. STATES’ LAW PROHIBITS OXEEOSTTION
PORT Sat 'PUBEAGLFRMS""RUSR*TNTARANiI@ «OF THESE COMMODITIES TO THE SOVIET BLOC.

     

  

PHONE (066) AOS, LIBYA, NORM KOREA, VIETNAM,
IkAMPUCHEA. OR CUBA,’ UNLESS OTHERWISE

JAUTHORIZED BY TAE UNITED STATES.

 

 

 

 

 

 

 

 

 

 

SY ROR parnestarooT TTT
SAIDLPREE, nose nett .
RR eames as ae
4° 0 |rour 40° nx cups courarners sar | “
MaDe tN U.8.A. | © fro CONTAIN °
: 3520 CIGARETTES te
Noss: 1/3820 TOTAL Hy 352008 per 0. | 8730 C.F.
CONTALKER NOS sal
UXXU 4505867~8G0 | Jocea FReIaiT
SEAL NOS: 001097 jo""! oe ‘10, 1G) A oF Np fount
001036 . ° .

 

  
 

SEAL NOB: 001042 7 cuny. “i HLGONAYLE
ee a ksseae oat

SEAL, OS; SO bed ts esl ai aer
sovosis,

rr 7326!

sent, wos: Wolo7p

 

sh bia Eig

 

   

 

 

 

 

ese i
= eee
tS [S%0L0 7s000.cO
TH] Yysd.00"" F00L0
i
___sovnonassnnoe | t t |

 

 

Tigh] Ese ere mnt Semen sale |

Seale abe ees fe Ce ofa 16800.00",,,
0011929744.tif,"for society applies sctentinie researen
INVOICE Ta1@)
p.0, box 342
7300 AH apelsoorn
the netneriands
to telex 36398 tnoep

 

Brown § Williamson phone 058-7733 44

Tabacce Corporation

 

 

 

 

date December 2nd, 1983 number
vourret, Letter dated September 9th, 1983 ies. mention e

 

o3y911

 

Coccisate
To

Ie bac 078""

 

Audit of the Jaboratory of Messrs. Tiedema
in Oslo with regard to che determination of
Bry condensate, alkeloTds and CO in the

 

smoke of cigareetes DEL. 12,500,-~
Addictenal costs:
Travel and lodping 2xpenses DFL. 828,16

    
 
   
   
  

Transport of equipne:

    

DFL. 16.233,49

 

Ref: our offer numer 723 dated August 30th, 1983.
Paynest remarks,

beans gh
Bre 378d. La

 

DFt
Mek nysec | PR tava, Fe topo K
~ CK, ond
1-b8
ee Aerte. Ds van
(unee
TOTAL GEG 728

 

Payment within 80 days aller date of Invoice to: Meotdgroep Maaischapporiike Technologie",Ta1,,
01254417.tif,"NEW YORK 10017,

LORILLARD

200 EAST 42nd STREET

Noverber 5, 1 74

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

To. the Tobacco Institute, Inc. -- T.1.7.L. Account
|_ annual cues 280 loo

opt. 9599, Acct. 4750 \

pa

 

 

 

 

 

 

 

ATPPSZTO",,,
96079782.tif,"Za CUSTOMER NO. LEDGER

4 2672200908 aL

soLD To

( PEYTON'S SOUTHEASTERN INC
PO BOX 34250
LOUISVILLE ky40232

piv. VENDOR ‘NO-
asz4 9000024309
SHIP TO

CRERIT DATE

01/09/95

PEYTON’S SOUTHEASTERN “INC
REFRESHMENT LANE
PO BOX 4050
CLEVELAND

THIS TS NOT A CREDIT MEMO - CHECK ATTACHED

QUANTITY
(iN THOUSANDS )

ans
174
eze
te
ie
nis
1332
iota
ota
tes
23a
Lea
70
( ton

   

TOTALs~ 9353

LORILLARD PLUS DISBURSENENT TS

GROSS aMCUNT —

GROSS AMOUNT REFLECTS LIST PRICE AS CF PURCHASE

38AND NAME

SATIN 100
SATIN M10
NPT KS 255
NPT STRP ON.
NPT STRP 4
TRUE MEN K
TRUE MEN 1
MPT LIGHTS
NPT LISHTS
MAX SIL 12
MAX MEN 12
ENT GUM 1
pT 106 8G
STYLE Su F
STYLE St ™

 

$1+30 OF TOTAL

129165-40

AMOUNT

139763-70
9973520
25713660
3472820
77721210
629440. 20
747525440
717508219
234153-20
264184-60

 

MET AMCUNT —

DATE

‘TN37230

QUANTITY — THANK YoU

12,165.40

8462096",,,
10397377.tif,"(AINIMUM CHARGE 1 DAY HiUS MUEAGE.

x 96 SOREL, S 2
agg 027A | are. al!",,,
ti17120055.tif,"POLITICAL CAMPAIGN CONTRIBUTION REQUEST

Date: 9/11/98

State: KJ Local:

 

 

 

RECIPIENT INFORMATON
Name Billy Bowles

(oda Coin Fine)

‘Address 1423 CR 405 ~

Houston, MS 38851

 

Current Office and District

Representative, 22

 

 

 

 

‘Aspired Office and District | same
Party Democrat
Leadership Position
‘Committees

ue Cherssigs)

 

 

 

 

CONTRIBUTION INFORMATION

 

‘Amount

‘$200.00

 

‘Account Code.

1401-7710-MS-01

 

Check Payable to

Representative Billy Bowles Campaign

 

“Address
(Only if different from address above)

 

 

Notes:
(Date needed; fundraiser date; other info.

 

nextround

 

 

Approved by

Revised 2/95

Koa fe
(Regional Vice President's signature)

ubiw )

(Senior Vice President's signature)

11712-0055",,,
92195207_92195214.tif,"‘SdHOOIY UNOA HOS AdOO SIL NIVLIY

 

  

Creed
Pring

 

 

     

                 

 

 

 

CEES occ: TENET]
pee S TS fet OST
CoCr

 

sso TORY,

  

 

 

 

 

 

 

 

 

  

 

OP UEO7
Te
£77

 

 

 

 

     

 

 

sive
SASS!

anvaa

 

      

 

 

 

 

 

 

 

 

 

 

           
   

       

  

   

   

SN «TT aa:

ay ry Fy

ERE: Ere EEO Eee

       

 

968S9T00L AN |
“wig LT 3NN3AY WIVd 3NO |

VTISINOINY N337I3 211¥ {

ouv THTY0T} |
!

i

 

 

POTEET

 

    

 

2e00T AN  WYOA NIN *Ord?9 9EZS XOG “Oo *d |
sanzov JOIOANI ONISLSAAY « sungspoitmagaya (IN ())",,,
2074886373.tif,"FABRIQUES DE TABAC RE

 

INIES SA.

(CH 2009 NEUCHATEL (SUISSE)

‘TELEPHONE (008) 21 15 45 » TELEX 35 909

TELEGR, TABACREUNIES NEUCHATEL

 

 

 

 

 

 

 

 

- 3
N/ rét. ‘PHV/££1
Duckip wows Usa
ote ean Seas wanencuse no. 17
Se esac aan)
racrunE we 20030527 S50 thas ation
Neuchttee  30.3.1982 RICHMOND vA 23225
Expédition le 30.3,1982  £UR usa
Vol et AWB L 4
surg No ne le ¥0R 22972
Eien SHUT OFF TODAY 70 MESSRS JACKY MARDER, ceNevAcATHOORT,
Fon vowoumgnine of ham Tuniout fo TOON ADDRESS
Fehon PF O87 OF AFRO Us 1968 ~ Wu. O89 B26 2505
Pos | Marchandise ‘Quantite I Prix 0/00 [ Montant US-$
|
crcansrmes vox Test «oc0 _| 17.80 n.20
GuPY
3
sons oe + He 68 | 8
=
| o
s
| 3
[PRO FORA INVOICE OR CUSTONS PURPOSES | ONIX 3
its Gr cuanees © wo Pasian?
ups/fle Tat ines S.8,
3 NEI JEL
me
us-8 70",OR,,
11297986.tif,"INVOICE + iesvED FOR cUSTOHA PURPOSES ""
on behalf of
TRE COUNCIL YOR TOBACCO ARSKARGR © UsSeA.
633 TRIAD AVnUE
WEY YORK, Be ¥. 10027
July Bt, 1964
ECPPLITD ORATIS TO GHIPPSD Co AWD Mateos

TOBAGEO R/SEANCH COUNCIL LABORATORIES

OTLEY ROAD

BATLOW BILL

BARROCATR, YORKS

ICL AND SULEPID ATR Pa cONT

‘TWO (2) PAPER WRAPPED PACKAGES SAMPLSS OF AMNRICAM
CIGARPUTES © TAK PAID © YO 3. DRAWBACK CLAIMED.

SIX (6) caRvONS cACH OF FOLLOWING BRamDSs

PACE GARTCH CORRATY'S 200 CISARRTTSS LARK, MONTCLAIR,

YORK, TIMPO, TAISYTON, PM MULTIFILTER, GALAXY, DEVON,

AVALON, POPITAH.

TOTAL! 60 CANTOWS CONTATRING 1,200 CIOARETTSS 3225.00
ATMPRAIGHE AND OTHER CRANCES 47209

Cele. 9272.00 U.s.

 

WO COMMERCIAL 7ALUR © MOT POR ASSALH = SUPPLIED GRATIS
FOR RESEARCR “TRPOS'S OULY.

COUMTRY OF ORIGIN: UNITE ©
GROSS WEIORT: 45 Las.",,,
CTRCONTRACTS013593-3.tif,"UNION CARBIDE CORPORATION
NUCLEAR DIVISION

cr U 5 Govan Carrs WTS eg 26 Wi he US.

INVOICE

     

TO:

‘THE COUNCIL FOR TOBACCO RESEARCH.USA, INC, |
ATT: ACCOUNTS PAYABLE

0 EAST 59TH STREET

NEM YORK, NEW YORK 10032

Loe za

 

 

AGREEMENT DTD. 5/10/73 - ~~

 

luNion CARBIDE CORPORATION, NUCLEAR Division
‘Goverment Fund A

 

 

 

3512-4.-02840-01

 

 

 

 

 

 

 

7’ APR 22 206
‘QUANTITY DESCRIPTION ANoUNT
RESEARCH STUDSES ON CIGARETTE CHARACTERISTICS  28,206,00
28,206.00
(
|
\300%
TERMS fer any questions regar vis involee to Accounts Receivable Department, phone 483-8611,
arrest, Suton Sdttty Aven Code fi5. Account Re

 

 

 

 

 

  

CTR CONTRACTS 013593

11233340",TO,,
0001219844.tif,"‘Ted Bates newyor ‘advertising
BROWN & WILLIAMSON TOBACCO CORPORATION

a PRINT PRODUCTION ESTIMATE

ease wy a, 3272
ayo YC pare"" suman 76, 1272

ew cove &

Aerie,
Sones

sont
tn
no he
mete rac
one
mie

tai CR ere",,,
2030403764_2030403765.tif,"ane

a
: W. J. RAPP, INC. Ne 11890

CONCRETE CONTRACTOR PAGE 1 of 2
‘QUALITY WORK — DEPENDABLE SERVICE — PHONE 231-4201 — FAX 232-4844
608 MARX STREET © P.0.80X35191 © RICHMOND, VIRGINIA 23235-0191

 

PHILIP MORRIS U. S. A.

 

DATE 12-10-92

P.O. Box 26603 408 Location __BEAM REPAIRS
Richnond, Virginia 23261

Attention: Pat Dudley, Park 500
DESCRIPTION AOU

P. 0. #P082014

Supply necessary material, labor and equipment for concrete removal
around structural Beam Line III. Upon completion of inspection,
reformed, repoured and cleaned up.

Cost incurred as follows:

A. Material
1. Star Equipment 0362862
2. Hiled 05143301
3. Dominion Equipment & Supply 11387
4. Moore's 89487
5. Dominion Equipment & Supply 11622
6. Rapp Hardware 7374
7. Rapp Hardware 7313
8. Tarmac Virginia 141390
9. Safety Supply 2287376
10. W. J. Rapp Company Stock - Poly
11. W. J. Rapp Company Stock ~ Tie Wire
12. Dump fees (W. J. Rapp Company yard)
13. W. J. Rapp Company Stock - Bonding Compound
14. W. J. Rapp Company Stock - 3/4"" Plywood
15. W. J. Rapp Company Stock ~ Pencil Rod
16. W. J. Rapp Company Stock ~ Sonopatch
Total Material
Plus 15%
Total Material Cost

 

B. Labor
11-23-92 Set Job up
1. Charlie Ferguson 3.50 hrs. 69.65
1. We D. Rapp 3.50 hrs. 69.65
1. Bill Rapp 3.50 hrs. 69.65
1. Ron Johnson 3.50 hrs. 69.65
4. Tom Pauley 3.50 hrs. 79.52
11-24-92 ""BY Shift start deno
1. WD. Rapp 3.00 hrs. 89.55
4. Tom Pauley 9.50 hrs. 323.76
4. James Adkins 9.50 hrs. 323.76
4. David Stravmyer 9.50 hrs. 323.76
4. Greg Paulette 9.50 hrs. 323.76
11-24-92 Continue demo
1. Ron Johnson 9.00 hrs. 268.65

 

CONTINUET

2030403764",,,
2024489702_2024489703.tif,"* INBIFO Institut fir biologische Forschung GmbH.

Telefax. Vertragsforschung
Kaufmannische Verwaltung

 

 

    

   

 

 

 

 

 

Telon 02209) 9004
At Teor aderdare bie
MENG: ‘etx 62200) 308962
Tass BapaaFomanang Foppmaae® DIDO Ken rer Bank AG Kan
Nero Fone Feeniose9 ° io 92 74 (L297 8040
~ ——_Statgpartases Kan
renerax€/%p . PostnecaKain
ib 82908 (8L2 37010050
Chrompack GmbH
Berner Strasse 53 he Zeichen 7
Inrseveiven =
6000 Frankfurt 56 Unser Zeichen, AEB/IBM
ot No. B13329.WM
Kain 2.Feb.90
Telefax-Nr. 069/50001950
1 584 Te-Dyctnaty
BESTELLUNG Nr: $84789/13329 eras
Wr besten augund unseiger Enkautsbedingungen: pee
Menge viet One
ick Purge and Trap Injektor mit 25 1- dacvihoas
Dewar-Gefiss, integriert in Gas-
chromatographen mit Flammenphoto-
metrischem Detektor, incl. Schnitt-
stellenbeschreibung fiir Digital
Data Output, s. Datenblatt Output.
signals
einschl. Installation und Ein-
weisung 45.600 netto
gem&ss Ihrem Angebot Nr. GCD/90/28 vom zuziigl. 14 %
2.Feb.90 MwSt_
Garantie: 13 Monate nach Auslieferung
6 Monate auf Computerperipherie
Diese Bestellung sehden wir thnen im
Original mit separater Post zu.
§
nN
CJ
»
@
in .8- ero RST
Letenem ca. 8 ~ 10 Wochen ‘A aeoey mb 4
Leewedromgon: frei Haus, einschl. verp./Versi. an a Lets Ay,

 

Us fe a5 88-4
Zahungsweise: 14 Tage 2 % Skonto

‘sda Gesmena: Kn 8.9
oes iit mad Uc ecaanoarg",,,
87065276.tif,"1770 Deer Park Avenue, Deer Park, New York 11729

(516) 242-7722

 

 

 

 

 

 

 

 

 

 

re: q THVOIGENO.
3036
LortLLaro
ese STH AVENUE
NeW YORK NY 10103
ATTN: BETTY EPPERSON pete; 07/15/87
L
ADVERTISER ISSUE TEAR SHEETS: SALESPERSON
NEWPORT august encLoseD nasTRO
DESCRIPTION AMOUNT
MAGAZINE
[sano
PAYMENTS

FULL PAGE 4-COLOR AD
(ATH COVER)

NEW YORK & LONG ISLAND ISSUES

ART CHARGE:|_>5

 

COLOR CHARGE:
TOTAL CHARGES:

NATIONAL AGENCY DISCOUNT:
LESS TOTAL PAYMENTS:

 

To assure proper credit, please make
sure a copy of this Invoice is enclosed
with your check.

  

If 71) cHarces

 
 

a

8360.00
1254.00

 

+00

 

 

TOTAL DUE

7106.00

yay a
ae

sLzS900:",is,,
2070424449.tif,">
BALTIMORE BASEBALL ADVERTISING . i
STADIA, INC. NS

1000 E. 33rd St.
BALTIMORE, MARYLAND 21218

(801) 243-9800

PHILIP MORRIS, US A
120 Park Avenue
New York, N.Y. 10017

‘quanriry DESCRIPTION

AD SPACE: 1987 Baltimore Orioles Program

onrcinat Thank fou!

 

 

April 6, 1987

 

 

6hbrzv0LOz",,,
